"User says: 'VPN shows Connected, but I can’t open any internal apps.' What is the BEST first step?

A. Check routing and DNS with route print + ipconfig /all
B. Disable Windows Firewall
C. Flush DNS cache only
D. Reinstall VPN client","Correct Answer: A. Check routing and DNS with route print + ipconfig /all

Command(s) to run:
ipconfig /all
route print

What it checks:
DNS servers/suffix and whether internal routes exist

Why it works:
Most VPN failures are routing/DNS, not the client install

Success indicates:
Internal routes present and DNS points internal; proceed to reachability tests

Failure indicates:
No internal routes or DNS still public

Common pitfall:
Jumping to reinstall without checking evidence","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"VPN connected. User can browse the internet, but internal names (intranet.company.local) do not resolve. What is MOST likely?

A. Split tunnel is enabled
B. DHCP lease expired
C. DNS is not set to internal DNS over VPN
D. Gateway is down","Correct Answer: C. DNS is not set to internal DNS over VPN

Command(s) to run:
ipconfig /all
nslookup intranet.company.local

What it checks:
Which DNS server answers and whether internal suffix is present

Why it works:
Internal names require internal DNS; public DNS won’t know them

Success indicates:
nslookup shows internal DNS server and returns internal IP

Failure indicates:
nslookup times out or returns NXDOMAIN from public DNS

Common pitfall:
Testing ping before confirming name resolution source","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"VPN connected. Internal names resolve, but ping to the resolved internal IP fails. What does this suggest?

A. User typed the name wrong
B. DNS is working but routing/ACL is blocking traffic
C. VPN is not connected
D. Browser cache issue","Correct Answer: B. DNS is working but routing/ACL is blocking traffic

Command(s) to run:
nslookup <internal-name>
ping <resolved-internal-ip>
tracert <resolved-internal-ip>

What it checks:
Name resolution vs reachability and hop where traffic stops

Why it works:
DNS can succeed even if routing/firewall blocks connectivity

Success indicates:
tracert reaches internal network and ping succeeds after fix

Failure indicates:
tracert stops or times out before destination

Common pitfall:
Assuming DNS success means access is fine","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"User reports: 'With VPN on, internet stops working, but internal apps work.' What is MOST likely?

A. Full tunnel VPN with restricted internet access/policy
B. Split tunnel misconfigured
C. DNS cache issue
D. Local NIC failure","Correct Answer: A. Full tunnel VPN with restricted internet access/policy

Command(s) to run:
route print
ipconfig /all
ping 8.8.8.8

What it checks:
Whether default route points to VPN and whether external reachability exists

Why it works:
Full tunnel sends internet traffic into VPN; policy may block it

Success indicates:
Default route via VPN and internal works; internet restored after policy/proxy fix

Failure indicates:
No external reachability while VPN is default route

Common pitfall:
Assuming it’s 'DNS' without checking routes","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"User reports: 'With VPN on, internal apps fail, but internet works normally.' What is MOST likely?

A. Split tunnel missing internal routes
B. Full tunnel enabled
C. Browser issue
D. Antivirus update","Correct Answer: A. Split tunnel missing internal routes

Command(s) to run:
route print
ping <internal-ip>

What it checks:
Presence of internal subnet routes via VPN

Why it works:
Split tunnel requires explicit routes to internal networks

Success indicates:
Routes present and internal IP reachable after fix

Failure indicates:
No internal routes; ping fails

Common pitfall:
Only checking DNS when the IP itself is unreachable","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"VPN connected. User can reach internal IPs over VPN but cannot access internal websites by name. What is MOST likely?

A. VPN disconnected
B. DNS issue (internal DNS not in use)
C. Wrong subnet mask
D. Routing issue","Correct Answer: B. DNS issue (internal DNS not in use)

Command(s) to run:
ping <internal-ip>
nslookup intranet.company.local
ipconfig /all

What it checks:
Reachability vs name resolution and DNS source

Why it works:
If IP works but names fail, DNS is the separator

Success indicates:
nslookup uses internal DNS and resolves; browser works

Failure indicates:
nslookup fails or uses public DNS

Common pitfall:
Treating every problem as routing","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"User reports: 'VPN connected but I only can access one internal app; others fail.' What is a likely cause?

A. ACL/firewall allowing some subnets/ports only
B. DNS server down
C. Corrupt profile
D. DHCP exhausted","Correct Answer: A. ACL/firewall allowing some subnets/ports only

Command(s) to run:
tracert <app1-ip>
tracert <app2-ip>
route print

What it checks:
Whether different destinations follow different paths or are blocked

Why it works:
Policies can allow limited access while blocking others

Success indicates:
Blocked path fixed or ACL updated

Failure indicates:
Tracert stops for failing apps

Common pitfall:
Assuming one app working means full access","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"VPN connected. User’s DNS server remains set to 8.8.8.8 and internal names fail. What is the BEST next action?

A. Disable IPv6
B. Reimage
C. Restart Print Spooler
D. Confirm VPN is pushing DNS and reconnect; escalate if not","Correct Answer: D. Confirm VPN is pushing DNS and reconnect; escalate if not

Command(s) to run:
ipconfig /all
Disconnect/reconnect VPN
ipconfig /all

What it checks:
Whether the VPN client pushes DNS settings on connect

Why it works:
Many VPNs assign DNS on connect; if it doesn’t, internal resolution breaks

Success indicates:
DNS changes to internal server after reconnect

Failure indicates:
DNS stays public; needs VPN profile/policy fix

Common pitfall:
Only flushing DNS cache instead of fixing DNS source","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"User’s VPN is full tunnel. They can’t reach a printer on their local home network while connected. Why?

A. Local LAN traffic is routed into VPN (no local access)
B. DHCP lease expired
C. DNS issue
D. Printer driver issue","Correct Answer: A. Local LAN traffic is routed into VPN (no local access)

Command(s) to run:
route print
ping <printer-ip> (VPN on/off)

What it checks:
Whether local subnet routes are overridden by VPN default route

Why it works:
Full tunnel can block local LAN access by design

Success indicates:
Local LAN access returns when split/local routes enabled

Failure indicates:
Printer unreachable only when VPN is on

Common pitfall:
Troubleshooting printer drivers instead of routing","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
"VPN connected but internal access fails. route print shows no routes for internal subnets. What does this indicate?

A. Route injection/profile issue (split tunnel)
B. DHCP outage
C. DNS cache issue
D. User typed wrong password","Correct Answer: A. Route injection/profile issue (split tunnel)

Command(s) to run:
route print
ping <internal-ip>

What it checks:
Whether internal subnet routes exist via VPN interface

Why it works:
If routes aren’t installed, traffic never enters tunnel

Success indicates:
Internal routes appear after profile fix; access restored

Failure indicates:
No routes; internal unreachable

Common pitfall:
Assuming 'Connected' means routing is installed","vpn::troubleshooting vpn::split-tunnel vpn::full-tunnel msp::scenario difficulty::tier2"
